# x y xv yv likelihood flux
29 47 13.9341 14.3471 28.175 44.5486
0 17 14.297 18.0165 28.1749 19.9227
31 6 16.5067 11.2928 28.1743 19.9222
27 5 26 0 28.1661 20.9938
41 39 20 0 28.1649 28.1649
25 46 25.4499 13.9033 28.1616 36.3565
6 4 26.7695 22.5476 28.1436 19.9005
25 43 19.8915 25.0665 28.1425 36.3318
25 43 21.7563 27.4164 28.1425 36.3318
6 6 17.5914 14.817 28.1417 19.8992
7 6 17.5914 14.817 28.1407 19.8985
32 18 34.8251 3.49417 28.14 25.6882
41 36 26.4107 18.0686 28.1395 31.4609
21 7 12.4322 15.6665 28.1383 19.8967
8 5 22.2946 22.9554 28.1227 19.8857
45 16 13.9341 14.3471 28.122 31.4413
16 15 18.4212 7.78837 28.1191 19.8832
6 1 19.8915 25.0665 28.114 19.8796
45 30 12.4322 15.6665 28.112 31.4302
21 9 15.2968 12.8844 28.1096 19.8765
27 3 16.5067 11.2928 28.1084 19.8756
48 1 13.9341 14.3471 28.105 44.438
41 38 19.1067 5.9104 28.1027 28.1027
26 4 25.4499 13.9033 28.0994 19.8692
38 28 17.5517 9.58851 28.0957 23.7452
28 4 16.5067 11.2928 28.0935 19.8651
20 8 16.0243 16.4992 28.0895 19.8623
6 2 24.3847 25.1075 28.0881 19.8613
40 29 21.9727 6.79697 28.0879 28.0879
6 2 13.9341 14.3471 28.0878 19.8611
44 40 23 0 28.0853 36.258
44 40 22.8851 2.29617 28.0853 36.258
13 15 43.7802 4.39267 28.0838 20.9324
1 5 17.5517 9.58851 28.0809 19.8562
0 27 12.4322 15.6665 28.0707 19.849
26 3 16.5067 11.2928 28.0699 19.8484
32 6 28.8867 19.7625 28.0611 23.716
11 14 21.9727 6.79697 28.0606 19.8418
19 7 14.297 18.0165 28.0501 19.8344
5 2 16.0243 16.4992 28.0491 19.8337
24 45 30.7154 16.7799 28.0375 36.1963
24 45 28.0826 15.3416 28.0375 36.1963
0 5 35.9809 19.6564 28.0289 19.8194
23 43 18.9827 12.9868 28.0286 25.5865
8 5 18.1144 18.6513 28.0193 19.8127
41 29 20.1844 11.0268 28.0151 28.0151
41 29 21.1844 8.95662 28.0151 28.0151
25 46 16.5067 11.2928 28.0076 31.3134
3 4 16.5067 11.2928 27.9963 19.7964
33 17 22.5415 4.56939 27.9939 22.1311
27 7 19.1067 5.9104 27.9871 19.7898
45 40 21.9727 6.79697 27.9828 36.1256
45 40 19.1067 5.9104 27.9828 36.1256
5 6 21.4587 14.6807 27.9809 19.7855
40 19 23 0 27.979 27.979
2 29 20 0 27.9765 19.7824
7 1 16.1619 20.3665 27.9757 19.7818
23 9 12.4322 15.6665 27.9592 19.7701
31 6 19.8915 25.0665 27.9586 19.7697
23 44 25.4499 13.9033 27.958 31.258
29 5 16.5067 11.2928 27.9579 19.7692
7 2 14.297 18.0165 27.9565 19.7682
6 5 22.1804 18.6823 27.9543 19.7667
27 1 12.4322 15.6665 27.9538 19.7663
24 45 26.7108 11.2931 27.9513 31.2505
25 43 23.6212 29.7664 27.9489 36.0818
29 5 13.9341 14.3471 27.9488 19.7628
47 32 23 0 27.9352 44.1694
47 32 20 0 27.9352 44.1694
47 32 19.9001 1.99667 27.9352 44.1694
47 32 22.5415 4.56939 27.9352 44.1694
47 32 19.6013 3.97339 27.9352 44.1694
47 32 22.8851 2.29617 27.9352 44.1694
46 32 16.0243 16.4992 27.9272 36.0539
19 7 12.4322 15.6665 27.9216 19.7436
37 32 20 0 27.9197 23.5965
28 46 15.2968 12.8844 27.9184 36.0425
21 9 16.5067 11.2928 27.914 19.7382
29 5 21.4587 14.6807 27.9119 19.7367
5 1 26.4749 27.2595 27.9062 19.7327
43 32 25.8701 2.59567 27.9045 36.0246
22 42 17.5914 14.817 27.8985 25.4677
37 30 22.5415 4.56939 27.8977 25.467
12 14 21.9727 6.79697 27.8943 19.7243
38 32 20 0 27.8888 25.4588
30 4 22.1804 18.6823 27.8829 20.7827
45 37 20.2045 20.8033 27.881 35.9942
31 7 17.5517 9.58851 27.8711 19.7079
28 5 20.1844 11.0268 27.8704 19.7074
29 5 33.8388 23.1503 27.8685 23.5531
18 8 16.5067 11.2928 27.8664 19.7045
39 28 18.9827 12.9868 27.8659 25.438
47 30 12.4322 15.6665 27.8544 35.9598
2 29 23 0 27.8478 19.6914
47 4 19.9001 1.99667 27.8425 44.0229
47 4 20 0 27.8425 44.0229
47 4 22.5415 4.56939 27.8425 44.0229
47 4 19.6013 3.97339 27.8425 44.0229
47 4 22.8851 2.29617 27.8425 44.0229
47 4 23 0 27.8425 44.0229
5 5 24.475 20.615 27.8401 19.686
3 5 21.4587 14.6807 27.8335 19.6813
28 47 17.5914 14.817 27.8314 44.0054
28 47 15.2968 12.8844 27.8314 44.0054
28 47 21.4587 14.6807 27.8314 44.0054
28 47 18.9827 12.9868 27.8314 44.0054
32 6 16.5067 11.2928 27.83 19.6788
39 28 14.297 18.0165 27.8292 22.0009
24 43 12.4322 15.6665 27.8268 27.8268
23 45 18.4212 7.78837 27.8169 25.3933
6 2 22.2946 22.9554 27.8158 19.6688
38 32 19.8859 16.7497 27.8082 25.3853
31 7 25.4499 13.9033 27.8019 21.9793
20 27 18.1144 18.6513 27.7956 19.6545
31 6 33.8388 23.1503 27.7931 25.3715
1 29 20 0 27.7911 19.6512
31 7 21.4587 14.6807 27.7891 20.7127
5 4 15.2968 12.8844 27.7737 19.639
27 45 32.7452 33.7157 27.7721 43.9115
27 45 28.565 29.4116 27.7721 43.9115
27 45 30.6551 31.5637 27.7721 43.9115
40 35 17.5914 14.817 27.7642 25.3452
36 16 19.1067 5.9104 27.7556 21.9427
42 38 21.9727 6.79697 27.7511 31.0267
48 31 13.9341 14.3471 27.7504 43.8772
27 15 37.2425 7.54943 27.7482 23.4515
22 41 15.2968 12.8844 27.7397 23.4443
37 27 14.297 18.0165 27.7391 20.6755
40 36 18.4212 7.78837 27.7384 25.3216
46 32 16.1619 20.3665 27.7355 35.8064
39 33 18.9827 12.9868 27.7346 25.3181
36 28 16.0243 16.4992 27.7228 20.6634
25 5 47 0 27.7165 25.3016
26 6 19.1067 5.9104 27.7081 19.5926
24 2 18.9827 12.9868 27.7071 19.5919
37 30 19.1067 5.9104 27.7064 23.4161
46 31 14.297 18.0165 27.6954 35.7545
32 4 29 0 27.6947 23.4062
0 16 13.9341 14.3471 27.6901 19.5798
7 4 22.2946 22.9554 27.6887 19.5788
14 15 28.8551 2.89517 27.6794 19.5723
27 1 14.297 18.0165 27.6691 19.565
0 5 17.5517 9.58851 27.669 19.565
33 6 22.1804 18.6823 27.6652 21.8712
25 46 18.4212 7.78837 27.6644 27.6644
41 36 23.9347 16.3746 27.6583 30.9229
30 4 47 0 27.6556 27.6556
42 39 21.9727 6.79697 27.6551 30.9193
29 4 17.5517 9.58851 27.6488 19.5507
47 39 13.9341 14.3471 27.6457 43.7117
28 5 18.4212 7.78837 27.6431 19.5466
42 33 21.7563 27.4164 27.6423 30.905
25 1 18.9827 12.9868 27.6412 19.5453
46 38 16.0243 16.4992 27.6347 35.6762
5 2 16.1619 20.3665 27.6334 19.5398
38 28 19.8915 25.0665 27.6279 25.2207
36 29 19.1067 5.9104 27.6259 21.8402
25 46 29.474 12.4614 27.6202 35.6576
40 34 16.0243 16.4992 27.6183 25.2119
8 5 24.3847 25.1075 27.6147 19.5266
29 4 21.4587 14.6807 27.6032 19.5184
13 15 19.1067 5.9104 27.5898 19.509
7 3 24.3847 25.1075 27.5821 19.5035
6 4 24.475 20.615 27.5812 19.5029
1 5 33.3481 18.2182 27.5798 19.5019
24 3 18.4212 7.78837 27.5749 19.4984
41 40 23 0 27.569 30.8231
18 6 15.2968 12.8844 27.5684 19.4938
47 32 13.9341 14.3471 27.5667 43.5867
23 1 20.1844 11.0268 27.5639 19.4906
43 40 22.8851 2.29617 27.5622 35.5826
43 40 23 0 27.5622 35.5826
27 5 32 0 27.5612 21.789
44 32 25.8701 2.59567 27.5579 35.5772
25 1 18.1144 18.6513 27.5452 19.4774
44 40 25.8701 2.59567 27.5411 35.5554
24 2 20.1844 11.0268 27.5403 19.4739
5 2 22.2946 22.9554 27.5399 19.4737
40 39 19.9001 1.99667 27.5317 27.5317
26 2 18.9827 12.9868 27.5169 19.4574
29 6 25.4499 13.9033 27.5124 20.5065
18 7 17.5914 14.817 27.5021 19.4469
7 1 12.4322 15.6665 27.4986 19.4444
44 30 18.1144 18.6513 27.4948 30.7401
15 15 28.8551 2.89517 27.4891 19.4377
5 0 16.1619 20.3665 27.4737 19.4268
5 2 20.2045 20.8033 27.4715 19.4253
45 36 14.297 18.0165 27.4635 30.7051
40 40 20 0 27.4628 27.4628
35 5 20 0 27.4538 21.7041
45 32 16.5067 11.2928 27.4535 35.4424
23 16 28.8551 2.89517 27.4397 19.4028
6 2 16.0243 16.4992 27.4307 19.3964
15 13 16.5067 11.2928 27.4273 19.394
14 12 18.9827 12.9868 27.426 19.3931
26 6 18.4212 7.78837 27.4176 19.3872
29 4 16.1619 20.3665 27.4171 19.3868
25 34 24.8387 7.68353 27.4152 19.3855
1 6 22.8171 12.4651 27.4072 19.3798
47 31 22.8851 2.29617 27.4065 43.3335
47 31 19.6013 3.97339 27.4065 43.3335
47 31 22.5415 4.56939 27.4065 43.3335
47 31 20 0 27.4065 43.3335
47 31 19.9001 1.99667 27.4065 43.3335
47 31 23 0 27.4065 43.3335
6 0 16.1619 20.3665 27.4006 19.3752
32 6 31.3628 21.4564 27.3987 25.0114
5 2 14.297 18.0165 27.3981 19.3734
32 6 23 0 27.3976 21.6597
27 4 20.1844 11.0268 27.3805 19.3609
37 28 14.297 18.0165 27.372 20.4019
41 38 19.6013 3.97339 27.3683 27.3683
38 27 12.4322 15.6665 27.3658 19.3505
29 6 29 0 27.3615 21.6311
26 0 18.0267 22.7165 27.359 19.3457
14 16 22.5415 4.56939 27.3483 19.3382
43 32 28.8551 2.89517 27.3426 35.2992
43 32 31.8401 3.19467 27.3426 35.2992
5 3 16.0243 16.4992 27.3425 19.3341
42 39 22.5415 4.56939 27.3331 30.5594
45 30 14.297 18.0165 27.3309 30.5569
24 41 14.297 18.0165 27.3261 27.3261
4 7 20.1844 11.0268 27.3188 19.3173
29 3 22.1804 18.6823 27.3161 19.3154
41 39 22.8851 2.29617 27.3133 30.5372
41 29 18.4212 7.78837 27.3123 27.3123
32 5 26.7695 22.5476 27.3101 23.0813
33 17 19.6013 3.97339 27.301 20.349
28 6 23 0 27.2977 19.3024
0 5 30.7154 16.7799 27.2912 19.2978
30 4 26.7695 22.5476 27.2822 21.5685
6 4 22.1804 18.6823 27.2747 19.2861
47 33 12.4322 15.6665 27.2711 35.2068
0 17 13.9341 14.3471 27.2709 19.2834
32 7 20.1844 11.0268 27.2708 20.3264
40 19 22.8851 2.29617 27.2635 27.2635
29 4 24.475 20.615 27.2588 20.3175
42 33 13.9341 14.3471 27.2563 24.8815
13 13 16.5067 11.2928 27.2548 19.272
41 29 17.5517 9.58851 27.2526 27.2526
33 7 19.8859 16.7497 27.251 20.3117
45 32 18.4212 7.78837 27.2431 35.1708
45 32 20.1844 11.0268 27.2431 35.1708
45 32 17.5517 9.58851 27.2431 35.1708
45 32 21.1844 8.95662 27.2431 35.1708
3 29 20 0 27.2277 19.2529
11 13 23.9476 10.1249 27.2234 19.2499
30 4 31.3585 26.4129 27.2233 23.0079
24 42 16.1619 20.3665 27.2228 30.4361
25 15 34.3023 6.95343 27.2186 21.5182
21 28 13.9341 14.3471 27.2157 19.2444
41 40 19.9001 1.99667 27.2157 27.2157
42 40 25.8701 2.59567 27.2115 35.1299
27 3 17.5517 9.58851 27.2093 19.2399
48 32 13.9341 14.3471 27.2021 43.0103
31 19 26 0 27.1862 21.4925
4 5 16.5067 11.2928 27.1827 19.2211
7 3 18.1144 18.6513 27.1786 19.2182
6 1 18.0267 22.7165 27.175 19.2156
38 33 16.5067 11.2928 27.175 22.967
22 10 13.9341 14.3471 27.1591 19.2044
27 14 21.9727 6.79697 27.1532 19.2002
23 42 16.0243 16.4992 27.151 27.151
13 16 22.8851 2.29617 27.1387 19.1899
7 3 14.297 18.0165 27.1358 19.1879
44 36 22.2946 22.9554 27.1324 35.0277
18 6 16.0243 16.4992 27.1295 19.1835
8 5 16.0243 16.4992 27.119 19.176
23 41 16.0243 16.4992 27.118 24.7552
24 42 18.1144 18.6513 27.1147 27.1147
22 44 17.5517 9.58851 27.114 24.7516
44 30 12.4322 15.6665 27.1125 27.1125
23 10 25.486 32.1164 27.1081 19.1683
24 11 25.486 32.1164 27.1031 19.1648
24 0 20.2045 20.8033 27.0968 19.1603
6 6 18.9827 12.9868 27.0907 19.156
42 32 29 0 27.0727 34.9507
42 32 32 0 27.0727 34.9507
33 7 26.4107 18.0686 27.0656 22.8746
26 14 21.9727 6.79697 27.0593 19.1338
24 11 23.6212 29.7664 27.0536 19.1298
6 3 14.297 18.0165 27.0514 19.1282
44 32 17.5517 9.58851 27.0443 30.2365
5 3 18.1144 18.6513 27.0438 19.1229
40 29 19.1067 5.9104 27.0431 27.0431
15 16 40.7952 4.09317 27.0417 20.1557
26 7 19.1067 5.9104 27.0382 19.1189
44 17 17.5517 9.58851 27.0373 30.2286
22 42 18.9827 12.9868 27.0365 24.6809
9 14 24.8387 7.68353 27.0304 19.1134
44 16 17.5914 14.817 27.0276 30.2178
23 45 26.7108 11.2931 27.0215 30.2109
0 6 16.5067 11.2928 27.0214 19.107
41 36 22.8171 12.4651 27.0213 30.2107
29 6 23 0 27.0177 20.1378
24 4 18.4212 7.78837 27.0176 19.1043
42 30 22.5415 4.56939 26.9967 30.1832
4 6 23.9347 16.3746 26.9966 19.0894
